,SerialNumber,DocType,DBYear,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
21,38935790,Article,2015,350114400009,Loss Aversion and Inefficient Renegotiation,10.1093/restud/rdu034,2,2,3,England,CEPR,,"Schmidt, Klaus M.",REVIEW OF ECONOMIC STUDIES
22,38935790,Article,2015,350114400009,Loss Aversion and Inefficient Renegotiation,10.1093/restud/rdu034,2,2,3,England,CEPR,,"Herweg, Fabian",REVIEW OF ECONOMIC STUDIES
23,38935790,Article,2015,350114400009,Loss Aversion and Inefficient Renegotiation,10.1093/restud/rdu034,2,2,3,Germany,Univ Bayreuth,CESifo,"Herweg, Fabian",REVIEW OF ECONOMIC STUDIES
24,38935791,Article,2015,350114400010,Dissecting the Effect of Credit Supply on Trade: Evidence from Matched Credit-Export Data,10.1093/restud/rdu028,2,4,4,USA,NYU Stern Sch Business,NBER,"Schnabl, Philipp",REVIEW OF ECONOMIC STUDIES
25,38935791,Article,2015,350114400010,Dissecting the Effect of Credit Supply on Trade: Evidence from Matched Credit-Export Data,10.1093/restud/rdu028,2,4,4,England,London Sch Econ,BREAD,"Paravisini, Daniel",REVIEW OF ECONOMIC STUDIES
26,38935791,Article,2015,350114400010,Dissecting the Effect of Credit Supply on Trade: Evidence from Matched Credit-Export Data,10.1093/restud/rdu028,2,4,4,USA,Columbia Business Sch,NBER,"Wolfenzon, Daniel",REVIEW OF ECONOMIC STUDIES
27,38935791,Article,2015,350114400010,Dissecting the Effect of Credit Supply on Trade: Evidence from Matched Credit-Export Data,10.1093/restud/rdu028,2,4,4,England,London Sch Econ,CEP,"Rappoport, Veronica",REVIEW OF ECONOMIC STUDIES
28,38935792,Article,2015,350114400011,Multiproduct Retailing,10.1093/restud/rdu032,1,1,1,France,Toulouse Sch Econ,,"Rhodes, Andrew",REVIEW OF ECONOMIC STUDIES
29,38935793,Article,2015,350114400012,Contractible Contracts in Common Agency Problems,10.1093/restud/rdu025,1,1,1,England,London Sch Econ,,"Szentes, Balazs",REVIEW OF ECONOMIC STUDIES
30,39263942,Article,2015,353544900001,"History, Expectations, and Leadership in the Evolution of Social Norms",10.1093/restud/rdu039,2,2,3,USA,Stanford Univ,Santa Fe Inst,"Jackson, Matthew O.",REVIEW OF ECONOMIC STUDIES
31,39263942,Article,2015,353544900001,"History, Expectations, and Leadership in the Evolution of Social Norms",10.1093/restud/rdu039,2,2,3,Canada,CIFAR,Toronto,"Jackson, Matthew O.",REVIEW OF ECONOMIC STUDIES
32,39263942,Article,2015,353544900001,"History, Expectations, and Leadership in the Evolution of Social Norms",10.1093/restud/rdu039,2,2,3,Canada,CIFAR,Toronto,"Acemoglu, Daron",REVIEW OF ECONOMIC STUDIES
33,39263942,Article,2015,353544900001,"History, Expectations, and Leadership in the Evolution of Social Norms",10.1093/restud/rdu039,2,2,3,USA,MIT,Dept Econ,"Acemoglu, Daron",REVIEW OF ECONOMIC STUDIES
34,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,USA,Stanford Univ,NBER,"Bloom, Nicholas",REVIEW OF ECONOMIC STUDIES
35,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,England,CEPR,,"Bloom, Nicholas",REVIEW OF ECONOMIC STUDIES
36,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,USA,Stanford Univ,Ctr Econ Performance,"Seiler, Stephan",REVIEW OF ECONOMIC STUDIES
37,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,England,CEPR,,"Van Reenen, John",REVIEW OF ECONOMIC STUDIES
38,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,USA,NBER,Ctr Econ Performance,"Van Reenen, John",REVIEW OF ECONOMIC STUDIES
39,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,England,CEPR,,"Propper, Carol",REVIEW OF ECONOMIC STUDIES
40,39263943,Article,2015,353544900002,The Impact of Competition on Management Quality: Evidence from Public Hospitals,10.1093/restud/rdu045,2,4,5,England,CMPO Univ Bristol,Imperial Coll,"Propper, Carol",REVIEW OF ECONOMIC STUDIES
41,39263944,Article,2015,353544900003,Relational Contracts in Competitive Labour Markets,10.1093/restud/rdu036,1,2,1,USA,Univ Calif Los Angeles,Dept Econ,"Board, Simon",REVIEW OF ECONOMIC STUDIES
42,39263944,Article,2015,353544900003,Relational Contracts in Competitive Labour Markets,10.1093/restud/rdu036,1,2,1,USA,Univ Calif Los Angeles,Dept Econ,"Meyer-Ter-Vehn, Moritz",REVIEW OF ECONOMIC STUDIES
43,39263945,Article,2015,353544900004,Cross-Border Banking and Global Liquidity,10.1093/restud/rdu042,2,2,2,Switzerland,Bank Int Settlements,,"Shin, Hyun Song",REVIEW OF ECONOMIC STUDIES
44,39263945,Article,2015,353544900004,Cross-Border Banking and Global Liquidity,10.1093/restud/rdu042,2,2,2,USA,Amer Univ,,"Bruno, Valentina",REVIEW OF ECONOMIC STUDIES
45,39263946,Article,2015,353544900005,From Polygyny to Serial Monogamy: A Unified Theory of Marriage Institutions,10.1093/restud/rdv001,3,2,4,Belgium,Catholic Univ Louvain,IRES,"Mariani, Fabio",REVIEW OF ECONOMIC STUDIES
46,39263946,Article,2015,353544900005,From Polygyny to Serial Monogamy: A Unified Theory of Marriage Institutions,10.1093/restud/rdv001,3,2,4,Germany,IZA,,"Mariani, Fabio",REVIEW OF ECONOMIC STUDIES
47,39263946,Article,2015,353544900005,From Polygyny to Serial Monogamy: A Unified Theory of Marriage Institutions,10.1093/restud/rdv001,3,2,4,Belgium,Catholic Univ Louvain,CORE,"De La Croix, David",REVIEW OF ECONOMIC STUDIES
48,39263946,Article,2015,353544900005,From Polygyny to Serial Monogamy: A Unified Theory of Marriage Institutions,10.1093/restud/rdv001,3,2,4,England,IRES,,"De La Croix, David",REVIEW OF ECONOMIC STUDIES
49,39263947,Article,2015,353544900006,Bargaining and Reputation: An Experiment on Bargaining in the Presence of Behavioural Types,10.1093/restud/rdu029,3,3,4,USA,NYU,,"Frechette, Guillaume R.",REVIEW OF ECONOMIC STUDIES
50,39263947,Article,2015,353544900006,Bargaining and Reputation: An Experiment on Bargaining in the Presence of Behavioural Types,10.1093/restud/rdu029,3,3,4,Canada,Queens Univ,Kingston,"Lehrer, Steven F.",REVIEW OF ECONOMIC STUDIES
51,39263947,Article,2015,353544900006,Bargaining and Reputation: An Experiment on Bargaining in the Presence of Behavioural Types,10.1093/restud/rdu029,3,3,4,USA,NBER,,"Lehrer, Steven F.",REVIEW OF ECONOMIC STUDIES
52,39263947,Article,2015,353544900006,Bargaining and Reputation: An Experiment on Bargaining in the Presence of Behavioural Types,10.1093/restud/rdu029,3,3,4,Netherlands,Maastricht Univ,,"Embrey, Matthew",REVIEW OF ECONOMIC STUDIES
53,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,England,CEPR,,"Rayo, Luis",REVIEW OF ECONOMIC STUDIES
54,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,USA,Univ Utah,,"Rayo, Luis",REVIEW OF ECONOMIC STUDIES
55,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,England,CEPR,,"Garicano, Luis",REVIEW OF ECONOMIC STUDIES
56,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,England,LSE,,"Garicano, Luis",REVIEW OF ECONOMIC STUDIES
57,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,USA,Berkeley Haas,,"Fuchs, William",REVIEW OF ECONOMIC STUDIES
58,39263948,Article,2015,353544900007,Optimal Contracting and the Organization of Knowledge,10.1093/restud/rdu043,3,3,5,Germany,IZA,,"Fuchs, William",REVIEW OF ECONOMIC STUDIES
59,39263949,Article,2015,353544900008,The U-Shapes of Occupational Mobility,10.1093/restud/rdu037,3,3,3,Denmark,Copenhagen Business Sch,,"Groes, Fane",REVIEW OF ECONOMIC STUDIES
60,39263949,Article,2015,353544900008,The U-Shapes of Occupational Mobility,10.1093/restud/rdu037,3,3,3,USA,Univ Penn,,"Manovskii, Iourii",REVIEW OF ECONOMIC STUDIES
61,39263949,Article,2015,353544900008,The U-Shapes of Occupational Mobility,10.1093/restud/rdu037,3,3,3,Scotland,Univ Edinburgh,Edinburgh EH8 9YL,"Kircher, Philipp",REVIEW OF ECONOMIC STUDIES
62,39263950,Article,2015,353544900009,"The Informational Content of Surnames, the Evolution of Intergenerational Mobility, and Assortative Mating",10.1093/restud/rdu041,3,3,4,England,CEPR,,"Rodriguez Mora, Jose V.",REVIEW OF ECONOMIC STUDIES
63,39263950,Article,2015,353544900009,"The Informational Content of Surnames, the Evolution of Intergenerational Mobility, and Assortative Mating",10.1093/restud/rdu041,3,3,4,Scotland,Univ Edinburgh,Edinburgh EH8 9YL,"Rodriguez Mora, Jose V.",REVIEW OF ECONOMIC STUDIES
64,39263950,Article,2015,353544900009,"The Informational Content of Surnames, the Evolution of Intergenerational Mobility, and Assortative Mating",10.1093/restud/rdu041,3,3,4,USA,Carnegie Mellon Univ,Tepper Sch Business,"Telmer, Christopher I.",REVIEW OF ECONOMIC STUDIES
65,39263950,Article,2015,353544900009,"The Informational Content of Surnames, the Evolution of Intergenerational Mobility, and Assortative Mating",10.1093/restud/rdu041,3,3,4,Scotland,Univ Edinburgh,FEDEA,"Gueell, Maia",REVIEW OF ECONOMIC STUDIES
66,39263951,Article,2015,353544900010,On Transparency in Organizations,10.1093/restud/rdu040,2,1,2,England,UCL,,"Jehiel, Philippe",REVIEW OF ECONOMIC STUDIES
67,39263951,Article,2015,353544900010,On Transparency in Organizations,10.1093/restud/rdu040,2,1,2,Germany,Paritech,Ecole Ponts,"Jehiel, Philippe",REVIEW OF ECONOMIC STUDIES
68,39263952,Article,2015,353544900011,Optimal Sales Contracts with Withdrawal Rights,10.1093/restud/rdv003,1,2,2,Germany,Humboldt Univ,Inst Econ Theory,"Strausz, Roland",REVIEW OF ECONOMIC STUDIES
69,39263952,Article,2015,353544900011,Optimal Sales Contracts with Withdrawal Rights,10.1093/restud/rdv003,1,2,2,Germany,Univ Bonn,Inst Mikrokonom,"Kraehmer, Daniel",REVIEW OF ECONOMIC STUDIES
70,39263953,Article,2015,353544900012,Determinants of College Major Choice: Identification using an Information Experiment,10.1093/restud/rdu044,1,2,2,USA,Arizona State Univ,WP Carey Sch Business,"Wiswall, Matthew",REVIEW OF ECONOMIC STUDIES
71,39263953,Article,2015,353544900012,Determinants of College Major Choice: Identification using an Information Experiment,10.1093/restud/rdu044,1,2,2,USA,Fed Reserve Bank New York,Res & Stat,"Zafar, Basit",REVIEW OF ECONOMIC STUDIES
72,39928010,Article,2015,360400500001,Bargaining in Standing Committees with an Endogenous Default,10.1093/restud/rdv009,1,2,1,England,Univ Nottingham,,"Seidmann, Daniel J.",REVIEW OF ECONOMIC STUDIES
73,39928010,Article,2015,360400500001,Bargaining in Standing Committees with an Endogenous Default,10.1093/restud/rdv009,1,2,1,England,Univ Nottingham,,"Anesi, Vincent",REVIEW OF ECONOMIC STUDIES
74,39928011,Article,2015,360400500002,On Existence and Uniqueness of Equilibrium in a Class of Noisy Rational Expectations Models,10.1093/restud/rdv012,1,1,1,USA,Stanford Univ,Grad Sch Business,"Breon-Drish, Bradyn",REVIEW OF ECONOMIC STUDIES
75,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,Sweden,Swedish House Finance,FMG,"Burkart, Mike",REVIEW OF ECONOMIC STUDIES
76,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,Sweden,Stockholm Sch Econ,,"Burkart, Mike",REVIEW OF ECONOMIC STUDIES
77,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,Sweden,Swedish House Finance,ECGI,"Burkart, Mike",REVIEW OF ECONOMIC STUDIES
78,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,Sweden,Swedish House Finance,CEPR,"Burkart, Mike",REVIEW OF ECONOMIC STUDIES
79,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,USA,NYU,Stern Sch Business,"Lee, Samuel",REVIEW OF ECONOMIC STUDIES
80,39928012,Article,2015,360400500003,Signalling to Dispersed Shareholders and Corporate Control,10.1093/restud/rdv005,2,2,6,USA,NYU,Stern Sch Business,"Lee, Samuel",REVIEW OF ECONOMIC STUDIES
81,39928013,Article,2015,360400500004,"Credit Markets, Limited Commitment, and Government Debt",10.1093/restud/rdv006,1,2,3,USA,Washington Univ,,"Williamson, Stephen",REVIEW OF ECONOMIC STUDIES
82,39928013,Article,2015,360400500004,"Credit Markets, Limited Commitment, and Government Debt",10.1093/restud/rdv006,1,2,3,USA,Fed Reseve Bank St Louis,,"Williamson, Stephen",REVIEW OF ECONOMIC STUDIES
83,39928013,Article,2015,360400500004,"Credit Markets, Limited Commitment, and Government Debt",10.1093/restud/rdv006,1,2,3,USA,Fed Reserve Syst,Board Governors,"Carapella, Francesca",REVIEW OF ECONOMIC STUDIES
84,39928014,Article,2015,360400500005,Split-panel Jackknife Estimation of Fixed-effect Models,10.1093/restud/rdv007,2,2,2,France,Sci Po,Dept Econ,"Jochmans, Koen",REVIEW OF ECONOMIC STUDIES
85,39928014,Article,2015,360400500005,Split-panel Jackknife Estimation of Fixed-effect Models,10.1093/restud/rdv007,2,2,2,Belgium,Univ Leuven,Dept Econ,"Dhaene, Geert",REVIEW OF ECONOMIC STUDIES
86,39928015,Article,2015,360400500006,The Baby Boom and World War II: A Macroeconomic Analysis,10.1093/restud/rdv010,2,3,3,Israel,Open Univ Israel,,"Maoz, Yishay D.",REVIEW OF ECONOMIC STUDIES
87,39928015,Article,2015,360400500006,The Baby Boom and World War II: A Macroeconomic Analysis,10.1093/restud/rdv010,2,3,3,USA,Northwestern Univ,,"Doepke, Matthias",REVIEW OF ECONOMIC STUDIES
88,39928015,Article,2015,360400500006,The Baby Boom and World War II: A Macroeconomic Analysis,10.1093/restud/rdv010,2,3,3,Israel,Tel Aviv Univ,,"Hazan, Moshe",REVIEW OF ECONOMIC STUDIES
89,39928016,Article,2015,360400500007,Identifying and Testing Models of Managerial Compensation,10.1093/restud/rdv004,1,2,2,USA,Carnegie Mellon Univ,Tepper Sch Business,"Miller, Robert A.",REVIEW OF ECONOMIC STUDIES
90,39928016,Article,2015,360400500007,Identifying and Testing Models of Managerial Compensation,10.1093/restud/rdv004,1,2,2,USA,Washington Univ,Dept Econ,"Gayle, George-Levi",REVIEW OF ECONOMIC STUDIES
91,39928017,Article,2015,360400500008,Dynamic Competitive Economies with Complete Markets and Collateral Constraints,10.1093/restud/rdv002,2,2,4,Switzerland,Swiss Finance Inst,,"Kubler, Felix",REVIEW OF ECONOMIC STUDIES
92,39928017,Article,2015,360400500008,Dynamic Competitive Economies with Complete Markets and Collateral Constraints,10.1093/restud/rdv002,2,2,4,Switzerland,Univ Zurich,IBF,"Kubler, Felix",REVIEW OF ECONOMIC STUDIES
93,39928017,Article,2015,360400500008,Dynamic Competitive Economies with Complete Markets and Collateral Constraints,10.1093/restud/rdv002,2,2,4,Italy,Univ Venice,,"Gottardi, Piero",REVIEW OF ECONOMIC STUDIES
94,39928017,Article,2015,360400500008,Dynamic Competitive Economies with Complete Markets and Collateral Constraints,10.1093/restud/rdv002,2,2,4,Italy,European Univ Inst,Dept Econ,"Gottardi, Piero",REVIEW OF ECONOMIC STUDIES
95,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Fed Reserve Bank Minneapolis,,"McGrattan, Ellen R.",REVIEW OF ECONOMIC STUDIES
96,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Univ Minnesota,,"McGrattan, Ellen R.",REVIEW OF ECONOMIC STUDIES
97,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Univ Minnesota,,"Holmes, Thomas J.",REVIEW OF ECONOMIC STUDIES
98,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Fed Reserve Bank Minneapolis,,"Holmes, Thomas J.",REVIEW OF ECONOMIC STUDIES
99,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Arizona State Univ,,"Prescott, Edward C.",REVIEW OF ECONOMIC STUDIES
100,39928018,Article,2015,360400500009,Quid Pro Quo: Technology Capital Transfers for Market Access in China,10.1093/restud/rdv008,1,3,4,USA,Fed Reserve Bank Minneapolis,,"Prescott, Edward C.",REVIEW OF ECONOMIC STUDIES
101,39928019,Article,2015,360400500010,Financial Fragility in Small Open Economies: Firm Balance Sheets and the Sectoral Structure,10.1093/restud/rdv011,1,1,1,France,Banque France,,"Kalantzis, Yannick",REVIEW OF ECONOMIC STUDIES
102,39928020,Article,2015,360400500011,Implementation in Weakly Undominated Strategies: Optimality of Second-Price Auction and Posted-Price Mechanism,10.1093/restud/rdv018,1,1,1,France,Toulouse Sch Econ,,"Yamashita, Takuro",REVIEW OF ECONOMIC STUDIES
103,40492004,Article,2015,366637800001,College-Major Choice to College-Then-Major Choice,10.1093/restud/rdv023,2,2,3,USA,Univ Wisconsin Madison,,"Fu, Chao",REVIEW OF ECONOMIC STUDIES
104,40492004,Article,2015,366637800001,College-Major Choice to College-Then-Major Choice,10.1093/restud/rdv023,2,2,3,Chile,Minist Educ Chile,,"Bordon, Paola",REVIEW OF ECONOMIC STUDIES
105,40492004,Article,2015,366637800001,College-Major Choice to College-Then-Major Choice,10.1093/restud/rdv023,2,2,3,Chile,Univ Chile,,"Bordon, Paola",REVIEW OF ECONOMIC STUDIES
106,40492005,Article,2015,366637800002,Bad Boys: How Criminal Identity Salience Affects Rule Violation,10.1093/restud/rdv025,2,3,3,USA,Univ Chicago,Booth Sch Business,"Cohn, Alain",REVIEW OF ECONOMIC STUDIES
107,40492005,Article,2015,366637800002,Bad Boys: How Criminal Identity Salience Affects Rule Violation,10.1093/restud/rdv025,2,3,3,Switzerland,Swiss Prison Staff Training Ctr,,"Noll, Thomas",REVIEW OF ECONOMIC STUDIES
108,40492005,Article,2015,366637800002,Bad Boys: How Criminal Identity Salience Affects Rule Violation,10.1093/restud/rdv025,2,3,3,Switzerland,Univ Zurich,Dept Econ,"Marechal, Michel Andre",REVIEW OF ECONOMIC STUDIES
109,40492006,Article,2015,366637800003,"Corporate Prediction Markets: Evidence from Google, Ford, and Firm X",10.1093/restud/rdv014,1,2,2,USA,Univ Calif Berkeley,Haas Sch Business,"Cowgill, Bo",REVIEW OF ECONOMIC STUDIES
110,40492006,Article,2015,366637800003,"Corporate Prediction Markets: Evidence from Google, Ford, and Firm X",10.1093/restud/rdv014,1,2,2,USA,CESifo & NBER,Dartmouth Coll,"Zitzewitz, Eric",REVIEW OF ECONOMIC STUDIES
111,40492007,Article,2015,366637800004,Time Varying Structural Vector Autoregressions and Monetary Policy: A Corrigendum,10.1093/restud/rdv024,1,2,2,USA,Northwestern Univ,Dept Econ,"Primiceri, Giorgio E.",REVIEW OF ECONOMIC STUDIES
112,40492007,Article,2015,366637800004,Time Varying Structural Vector Autoregressions and Monetary Policy: A Corrigendum,10.1093/restud/rdv024,1,2,2,USA,Fed Reserve Bank New York,,"Del Negro, Marco",REVIEW OF ECONOMIC STUDIES
113,40492008,Article,2015,366637800005,The Mortality Cost of Political Connections,10.1093/restud/rdv020,1,2,2,USA,Columbia Univ,,"Fisman, Raymond",REVIEW OF ECONOMIC STUDIES
114,40492008,Article,2015,366637800005,The Mortality Cost of Political Connections,10.1093/restud/rdv020,1,2,2,USA,Univ So Calif,,"Wang, Yongxiang",REVIEW OF ECONOMIC STUDIES
115,40492009,Article,2015,366637800006,Securitization and Lending Competition,10.1093/restud/rdv013,2,2,2,USA,Iowa State Univ,,"Frankel, David M.",REVIEW OF ECONOMIC STUDIES
116,40492009,Article,2015,366637800006,Securitization and Lending Competition,10.1093/restud/rdv013,2,2,2,Peoples R China,Shanghai Univ Finance & Econ,,"Jin, Yu",REVIEW OF ECONOMIC STUDIES
117,40492010,Article,2015,366637800007,State Capacity and Military Conflict,10.1093/restud/rdv019,2,2,4,Italy,IGIER,,"Gennaioli, Nicola",REVIEW OF ECONOMIC STUDIES
118,40492010,Article,2015,366637800007,State Capacity and Military Conflict,10.1093/restud/rdv019,2,2,4,Italy,Bocconi Univ,,"Gennaioli, Nicola",REVIEW OF ECONOMIC STUDIES
119,40492010,Article,2015,366637800007,State Capacity and Military Conflict,10.1093/restud/rdv019,2,2,4,Switzerland,UBS Ctr,,"Voth, Hans-Joachim",REVIEW OF ECONOMIC STUDIES
120,40492010,Article,2015,366637800007,State Capacity and Military Conflict,10.1093/restud/rdv019,2,2,4,Switzerland,Univ Zurich,,"Voth, Hans-Joachim",REVIEW OF ECONOMIC STUDIES
121,40492011,Article,2015,366637800008,Real Options and Risk Dynamics,10.1093/restud/rdv021,1,2,2,USA,Boston Univ,Sch Management,"Hackbarth, Dirk",REVIEW OF ECONOMIC STUDIES
122,40492011,Article,2015,366637800008,Real Options and Risk Dynamics,10.1093/restud/rdv021,1,2,2,USA,Univ Illinois,,"Johnson, Timothy",REVIEW OF ECONOMIC STUDIES
123,40492012,Article,2015,366637800009,Mediation and Peace,10.1093/restud/rdv022,3,3,4,USA,NBER,,"Morelli, Massimo",REVIEW OF ECONOMIC STUDIES
124,40492012,Article,2015,366637800009,Mediation and Peace,10.1093/restud/rdv022,3,3,4,Italy,Bocconi Univ,IGIER,"Morelli, Massimo",REVIEW OF ECONOMIC STUDIES
125,40492012,Article,2015,366637800009,Mediation and Peace,10.1093/restud/rdv022,3,3,4,USA,Yale Univ,Dept Econ,"Hoerner, Johannes",REVIEW OF ECONOMIC STUDIES
126,40492012,Article,2015,366637800009,Mediation and Peace,10.1093/restud/rdv022,3,3,4,England,Univ Warwick,Dept Econ,"Squintani, Francesco",REVIEW OF ECONOMIC STUDIES
127,40492013,Article,2015,366637800010,Business Cycle Dynamics under Rational Inattention,10.1093/restud/rdv027,2,2,2,England,CEPR,,"Wiederholt, Mirko",REVIEW OF ECONOMIC STUDIES
